鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
安定區,建物,臺南市安定區大同１２３號,0.0,,,,1150120,土地0建物1車位0,全,一層,透天厝,住家用,加強磚造,0651120,19.27,5,2,2,有,無,250000,12974,,0.0,0,建物坐落地號：六塊寮段3219地號；親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPPOMLSLJHLGFHD68DA,19.27,0.0,0.0,無,021
新化區,土地,新武段133-2地號,85.74,住,,,1150127,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,8818000,102846,,0.0,0,,RPUNMLMJKHLGFHD38DA,0.0,0.0,0.0,無,
仁德區,土地,十三甲段1014-22地號,254.0,,一般農業區,農牧用地,1150119,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,685000,2697,,0.0,0,,RPTNMLTLJHLGFID56DA,0.0,0.0,0.0,無,
永康區,房地(土地+建物)+車位,臺南市永康區復國一路３３９之２號七樓之３,15.99,商,,,1150117,土地1建物1車位1,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1070202,162.17000000000002,3,2,2,有,有,15500000,95579,坡道平面,38.58,0,,RPTNMLTKJHLGFKD66DA,74.89,0.0,9.78,有,022
永康區,房地(土地+建物),臺南市永康區鹽行里新行街１３３號十一樓之３,2.73,住,,,1150102,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820827,29.88,1,0,1,有,有,1520000,50853,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLSLJHLGFKD09DA,20.51,0.0,4.03,有,
永康區,土地,北灣段556-2地號,3.79,住,,,1150125,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,366720,96760,,0.0,0,,RPWNMLSLJHLGFKD96DA,0.0,0.0,0.0,無,
永康區,房地(土地+建物),臺南市永康區安康里大橋一街５７之５號四樓之１０,2.89,住,,,1150116,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880824,31.0,1,0,1,有,有,2000000,64516,,0.0,0,,RPUOMLSLJHLGFKD86DA,20.02,0.0,3.17,有,
永康區,土地,四維段1003地號,2.01,都市：其他:道路用地,,,1150116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,77658,38636,,0.0,0,包含公共設施保留地用地；,RPQOMLKMJHLGFKD38DA,0.0,0.0,0.0,無,023
永康區,房地(土地+建物),臺南市永康區文賢街３６０巷６號,133.0,住,,,1150101,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1130425,349.86,4,2,5,有,無,30200000,86320,,0.0,0,,RPPNMLMJKHLGFKD18DA,324.96,0.0,24.9,有,
永康區,房地(土地+建物),臺南市永康區復華三街６６號十四樓之４,8.4,,,,1150117,土地1建物1車位0,十四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840908,93.37,3,2,2,有,有,4360000,46696,,0.0,0,,RPTNMLMJKHLGFKD58DA,64.29,0.0,5.01,有,
後壁區,土地,嘉泰段236地號,5551.27,,一般農業區,農牧用地,1150106,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5200000,937,,0.0,0,包含公共設施保留地用地；,RPPNMLNJKHLGFED77EA,0.0,0.0,0.0,無,
永康區,房地(土地+建物)+車位,臺南市永康區永安路１０５巷８５弄２５號四樓之５,36.25,住,,,1150107,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1141016,143.93,3,2,2,有,有,14150000,115857,坡道平面,36.47,1700000,,RPRNMLKMJHLGFKD48EA,68.54,0.0,8.6,有,
安平區,房地(土地+建物)+車位,臺南市安平區健康三街１２巷１號十三樓之１,21.32,住,,,1150106,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890822,134.37,2,2,2,有,有,8788000,65402,坡道平面,17.4,0,,RPOTMLQJJHLGFAD97DA,81.21,1.68,9.07,有,024
安平區,房地(土地+建物),臺南市安平區慶平路５３９號十三樓之２４,12.93,商,,,1150108,土地1建物1車位0,十三層，十四層，見使用執照,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880211,197.44,4,2,3,有,有,9600000,48622,,0.0,0,,RPQNMLTLJHLGFAD08DA,130.37,0.0,12.37,有,025
北區,房地(土地+建物),臺南市北區成功路２號十樓之２３,5.09,商,,,1150124,土地4建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0731228,63.59,1,1,1,有,有,2200000,34597,,0.0,0,,RPTNMLMJKHLGFAD57DA,47.35,0.0,0.0,有,
中西區,土地,成光段316地號,117.17,都市：其他:細部計畫道路用地,,,1150120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3898962,33276,,0.0,0,包含公共設施保留地用地；,RPVNMLMJKHLGFAD77DA,0.0,0.0,0.0,無,026
中西區,房地(土地+建物),臺南市中西區民權路二段９８號,176.71,商,,,1150102,土地1建物1車位0,全,四層,透天厝,住家用,加強磚造、鋼筋混凝土構造,0581104,438.74,0,7,5,有,無,35000000,79774,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPXNMLMJKHLGFAD97DA,438.74,0.0,0.0,無,
北區,房地(土地+建物),臺南市北區公園路２６１號,48.74,商,,,1150117,土地2建物1車位0,全,二層,透天厝,住家用,木石磚造,0340513,40.48,0,0,0,無,無,10000000,247036,,0.0,0,頂樓加蓋；其他增建；,RPUNMLOJKHLGFAD87DA,40.48,0.0,0.0,無,
安南區,房地(土地+建物),臺南市安南區安豐一街１６號,113.83,住,,,1150104,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0761110,135.65,6,2,3,有,無,11300000,83303,,0.0,0,頂樓加蓋；其他增建；,RPVNMLNKJHLGFBD97DA,130.55,0.0,5.1,無,027
安南區,土地,怡安段553地號,82.0,住,,,1150128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4210000,51341,,0.0,0,,RPQNMLMJKHLGFBD37DA,0.0,0.0,0.0,無,
安南區,房地(土地+建物)+車位,臺南市安南區新宅一街８８號三樓之３,28.69,住,,,1150107,土地1建物1車位1,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1120804,124.1,2,2,2,有,有,11400000,91861,坡道平面,17.85,0,,RPQNMLNJKHLGFBD47DA,66.16,0.0,7.47,有,028
南區,房地(土地+建物)+車位,臺南市南區建南路３０１號二樓之９,31.04,住,,,1150112,土地1建物1車位2,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811210,256.52,4,2,3,有,有,10000000,38983,一樓平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLTJJHLGFCD28DA,148.01,0.9,17.1,有,
南區,房地(土地+建物),臺南市南區國民路１１６巷６弄２號,83.12,住,,,1150114,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0781229,108.21,4,2,3,有,無,11800000,109047,,0.0,0,,RPUNMLOKJHLGFCD08DA,103.65,0.0,4.56,無,
東區,房地(土地+建物)+車位,臺南市東區慶東街１３７號十三樓之１,27.66,住,,,1150107,土地3建物1車位2,十三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821002,221.11,3,2,2,有,有,13000000,58794,坡道機械,0.0,0,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPPNMLSLJHLGFCD08DA,135.37,0.0,18.85,有,
東區,房地(土地+建物),臺南市東區衛國街１１４巷９弄１０之２號三樓之１,8.8,住,,,1150113,土地2建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790921,51.45,1,1,1,有,有,4300000,83576,,0.0,0,,RPWNMLTLJHLGFCD88DA,30.3,0.0,7.29,有,
南區,房地(土地+建物),臺南市南區新孝路１７２巷９１號,71.0,住,,,1150115,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0720905,193.37,5,2,3,有,無,9500000,49129,,0.0,0,頂樓加蓋；其他增建；,RPOOMLKMJHLGFCD37DA,180.17,0.0,13.2,無,
東區,房地(土地+建物),臺南市東區生產路６１８巷２弄３號,65.0,住,,,1150116,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0680417,93.61,2,1,2,有,無,7700000,82256,,0.0,0,,RPOOMLMJKHLGFCD37DA,93.61,0.0,0.0,無,
南區,土地,喜東段31-27地號,52.0,都市：其他:細部計畫道路用地,,,1150128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1066000,20500,,0.0,0,協議價購；,RPVNMLNJKHLGFCD08DA,0.0,0.0,0.0,無,029
南區,土地,喜東段32地號,344.67,都市：其他:細部計畫道路用地,,,1150128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7523384,21828,,0.0,0,協議價購；,RPWNMLNJKHLGFCD18DA,0.0,0.0,0.0,無,030
南區,土地,喜東段203-5地號,0.07,都市：其他:細部計畫道路用地,,,1150128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3510,0,,0.0,0,協議價購；,RPXNMLNJKHLGFCD28DA,0.0,0.0,0.0,無,031
東山區,土地,東山段2756地號,4273.0,,特定農業區,農牧用地,1150116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6600000,1545,,0.0,0,,RPQNMLMJKHLGFED67DA,0.0,0.0,0.0,無,
後壁區,土地,白沙屯段1309-55地號,1358.0,,一般農業區,農牧用地,1150127,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1181460,870,,0.0,0,協議價購；,RPQNMLNJKHLGFED77DA,0.0,0.0,0.0,無,
後壁區,土地,白沙屯段1382地號,1670.0,,一般農業區,農牧用地,1150127,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1469600,880,,0.0,0,協議價購；,RPRNMLNJKHLGFED87DA,0.0,0.0,0.0,無,
後壁區,土地,白沙屯段1383地號,273.0,,一般農業區,農牧用地,1150127,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,232050,850,,0.0,0,協議價購；,RPSNMLNJKHLGFED97DA,0.0,0.0,0.0,無,
後壁區,土地,菁寮段4010地號,1849.0,,特定農業區,農牧用地,1150123,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2218800,1200,,0.0,0,,RPPNMLOJKHLGFED77DA,0.0,0.0,0.0,無,
六甲區,土地,六甲段783地號,1800.0,,特定農業區,農牧用地,1150109,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2520000,1400,,0.0,0,,RPOOMLMKJHLGFFD67DA,0.0,0.0,0.0,無,
官田區,土地,二鎮段二鎮小段342地號,100.0,住,,,1150126,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2722500,27225,,0.0,0,,RPPNMLRLJHLGFFD28DA,0.0,0.0,0.0,無,
官田區,土地,八田段2地號,7187.28,農,,,1150130,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3500000,487,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLNJKHLGFFD08DA,0.0,0.0,0.0,無,
西港區,土地,南海段336地號,7.17,住,,,1150109,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,369027,51468,,0.0,0,畸零地或有合併使用效益；協議價購；,RPUNMLNKJHLGFGD38DA,0.0,0.0,0.0,無,
西港區,土地,南海段387地號,20.39,住,,,1150109,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,925973,45413,,0.0,0,畸零地或有合併使用效益；協議價購；,SPUNMLNKJHLGFGD48DA,0.0,0.0,0.0,無,
西港區,土地,南海段336-2地號,11.13,住,,,1150112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,572711,51457,,0.0,0,畸零地或有合併使用效益；協議價購；,RPVNMLNKJHLGFGD48DA,0.0,0.0,0.0,無,
西港區,土地,南海段387-5地號,24.3,住,,,1150112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1103289,45403,,0.0,0,畸零地或有合併使用效益；協議價購；,SPVNMLNKJHLGFGD58DA,0.0,0.0,0.0,無,
西港區,土地,南海段336-3地號,10.84,住,,,1150108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,557810,51458,,0.0,0,畸零地或有合併使用效益；協議價購；,RPWNMLNKJHLGFGD58DA,0.0,0.0,0.0,無,
西港區,土地,南海段387-6地號,23.46,住,,,1150108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1065190,45405,,0.0,0,畸零地或有合併使用效益；協議價購；,SPWNMLNKJHLGFGD68DA,0.0,0.0,0.0,無,
七股區,土地,玉成段422地號,36.56,住,,,1150121,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,250000,6838,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLMLJHLGFGD08DA,0.0,0.0,0.0,無,032
七股區,土地,榔段987-5地號,142.0,,鄉村區,乙種建築用地,1150126,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2491100,17543,,0.0,0,農作物；,RPTNMLQLJHLGFGD68DA,0.0,0.0,0.0,無,
七股區,土地,榔段987-3地號,35.5,,鄉村區,乙種建築用地,1150126,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,188900,5321,,0.0,0,本筆土地為私設巷道親友、員工、共有人或其他特殊關係間之交易；,SPTNMLQLJHLGFGD78DA,0.0,0.0,0.0,無,033
西港區,土地,慶安段810地號,32.62,商,,,1150127,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1500000,45984,,0.0,0,未登記建物；,RPOQMLMJKHLGFGD97DA,0.0,0.0,0.0,無,
安定區,土地,蘇厝段1831地號,232.17,農,,,1150113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7800800,33600,,0.0,0,若本契約土地經本市地價及標準地價評議委員會評定徵收補償市價高於協議價購價格者，就徵收補償市價增加之額度，另行以土地差額地價方式補給差額。協議價購；,RPVNMLMKJHLGFHD48DA,0.0,0.0,0.0,無,034
安定區,土地,蘇厝段1831地號,232.17,農,,,1150113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7800800,33600,,0.0,0,若本契約土地經本市地價及標準地價評議委員會評定徵收補償市價高於協議價購價格者，就徵收補償市價增加之額度，另行以土地差額地價方式補給差額。協議價購；,RPOOMLNKJHLGFHD97DA,0.0,0.0,0.0,無,034
新化區,房地(土地+建物),臺南市新化區正新路３４１巷８２弄６號,82.56,住,,,1150108,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0690905,95.38,4,3,2,有,無,6700000,70245,,0.0,0,頂樓加蓋；其他增建；,RPPNMLKLJHLGFHD77DA,95.38,0.0,0.0,無,
山上區,土地,媽祖段406地號,127.04,住,,,1150115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2948000,23205,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLLLJHLGFHD48DA,0.0,0.0,0.0,無,
新市區,土地,華興段173-3地號,11.08,都市：其他:道路用地,,,1150123,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1100000,99278,,0.0,0,未登記建物；包含公共設施保留地用地；,RPSOMLNLJHLGFHD48DA,0.0,0.0,0.0,無,
善化區,房地(土地+建物),臺南市善化區博愛路２８號七樓之３,26.19,住,,,1150101,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1121201,77.09,2,2,2,有,有,6880000,89246,,0.0,0,,RPRNMLRLJHLGFHD68DA,50.15,0.0,4.14,有,036
新化區,土地,頂山腳段1621地號,1905.0,,特定農業區,農牧用地,1150120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5866000,3079,,0.0,0,未登記建物；,RPQOMLSLJHLGFHD78DA,0.0,0.0,0.0,無,
新市區,房地(土地+建物),臺南市新市區大４１０號六樓之２,37.58,,鄉村區,乙種建築用地,1150120,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1081231,140.0,3,2,3,有,有,5300000,37857,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLNJKHLGFHD28DA,80.55,0.0,8.39,有,037
仁德區,房地(土地+建物)+車位,臺南市仁德區崇聖路一段２號六樓之１,27.12,住,,,1150103,土地1建物1車位2,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131015,213.23000000000002,4,2,2,有,有,16800000,94828,坡道平面,64.54,2700000,車位價格不可拆分,RPRPMLPJJHLGFID58DA,97.94,0.0,4.74,有,
歸仁區,土地,昭德段461地號,84.21,,鄉村區,乙種建築用地,1150109,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1800000,21375,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPOOMLNKJHLGFID08DA,0.0,0.0,0.0,無,
仁德區,土地,土庫段666地號,6.14,住,,,1150107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,151000,24593,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLNLJHLGFID58DA,0.0,0.0,0.0,無,
仁德區,土地,土庫段916地號,88.62,住,,,1150107,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2100000,23697,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLNLJHLGFID68DA,0.0,0.0,0.0,無,
仁德區,土地,如意段759地號,492.11,農,,,1150120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4600000,9348,,0.0,0,土地增值稅由買方負擔親友、員工、共有人或其他特殊關係間之交易；未登記建物；急買急賣；,RPVNMLQLJHLGFID09DA,0.0,0.0,0.0,無,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區光明街３３５號十一樓之５,23.77,住,,,1150123,土地1建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141013,117.94999999999999,2,2,2,有,有,10000000,84782,坡道平面,30.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTOMLSLJHLGFID56DA,53.75,0.0,4.44,有,038
仁德區,土地,林仔段426地號,29.71,工,,,1150114,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1819441,61240,,0.0,0,政府機關標讓售；,RPPOMLNJKHLGFID18DA,0.0,0.0,0.0,無,039
永康區,房地(土地+建物),臺南市永康區東橋七路１９９號三樓之８,14.86,住,,,1150113,土地1建物1車位0,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1061114,87.31,2,1,1,有,有,8000000,91628,,0.0,0,,RPPNMLOJKHLGFKD38DA,50.55,2.34,4.82,有,040
官田區,土地,拔子林段316-9地號,199.71,,一般農業區,農牧用地,1150115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,400000,2003,,0.0,0,,RPPNMLTLJHLGFFD58EA,0.0,0.0,0.0,無,041
北區,房地(土地+建物),臺南市北區南園街４９巷８５號,82.0,住,,,1150127,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0620829,92.41,3,2,2,有,無,4380000,47397,,0.0,0,頂樓加蓋；其他增建；包含公共設施保留地用地；,RPUOMLNJKHLGFAD87DA,92.41,0.0,0.0,無,
安平區,土地,海興段1-34地號,125.71,都市：其他:特定住宅專用區,,,1150106,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,11880000,94503,,0.0,0,1-32地號563000元1-34地號11317000元,RPVOMLNJKHLGFAD97DA,0.0,0.0,0.0,無,042
中西區,房地(土地+建物),臺南市中西區忠明街４９號三樓之４,4.76,商,,,1150106,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0800903,25.229999999999997,1,1,1,有,有,1550000,61435,,0.0,0,,RPQNMLOJKHLGFAD47DA,17.81,0.0,0.0,有,043
北區,房地(土地+建物),臺南市北區文成三路６１號,70.43,住,,,1150116,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1010306,192.75,6,2,5,有,無,21950000,113878,,0.0,0,,RPRNMLOJKHLGFAD57DA,169.72,0.0,23.03,無,
安南區,土地,溪心段27-1地號,72.61,都市：其他:細部計畫道路用地,,,1150122,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,150000,2066,,0.0,0,包含公共設施保留地用地；,RPTNMLMJKHLGFBD67DA,0.0,0.0,0.0,無,044
安南區,房地(土地+建物),臺南市安南區大安街９６巷７號,86.42,住,,,1150107,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0711022,112.24,4,2,4,有,無,13500000,120278,,0.0,0,頂樓加蓋；其他增建；,RPUNMLMJKHLGFBD77DA,102.98,0.0,9.26,無,045
